symbol,name,industry,supersector,sector,subsector,listingDate,issueShare,listedValue,marketCap
"PVD","PetroVietNam Driling & Well Services Corporation","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","05/12/2006 00:00:00","556296006.0","12266326932300.00","12257154132300.0"
"PVE","PetroVietnam Engineering Corporation","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","02/01/2008 00:00:00","25000000.0","80000000000.00","75425000000.0"
"PVG","Petro Vietnam LPG Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","07/01/2009 00:00:00","36500000.0","288350000000.00","288350000000.0"
"PVH","Thanh Hoa Petroleum Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","19/05/2017 00:00:00","21000000.0","35700000000.00","36540000000.0"
"PVI","PVI Holdings","Financials","Insurance","Nonlife Insurance","Property & Casualty Insurance","10/08/2007 00:00:00","234241867.0","11618396603200.00","11618396603200.0"
"PVL","Viet Property Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","15/04/2010 00:00:00","50000000.0","140000000000.00","140000000000.0"
"PVM","Petrovietnam Machinery-Technology Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Industrial Suppliers","20/12/2016 00:00:00","38638600.0","0","417296880000.0"
"PVO","PV Oil Lube Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","12/01/2016 00:00:00","8900000.0","47170000000.00","47081000000.0"
"PVP","Pacific Petroleum Transportation Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","20/12/2016 00:00:00","94275028.0","1131300336000.00","1131300336000.0"
"PVR","Ha Noi PVR Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","21/06/2010 00:00:00","53100913.0","79651369500.00","79676804455.0"
"PVS","PetroVietnam Technical Services Corporation","Oil & Gas","Oil & Gas","Oil Equipment, Services & Distribution","Oil Equipment & Services","20/09/2007 00:00:00","477966290.0","12427123540000.00","12427123540000.0"
"PVT","PetroVietNam Transportation Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","10/12/2007 00:00:00","323651246.0","6586302856100.00","6570120293800.0"
"PVV","Vinaconex 39 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","09/09/2010 00:00:00","30000000.0","111000000000.00","127710000000.0"
"PVX","Petro Vietnam Construction Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","19/08/2009 00:00:00","400000000.0","1040000000000.00","1010392495254.0"
"PVY","PetroVietnam Marine Shipyard Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","29/12/2017 00:00:00","59489787.0","95183659200.00","91792741341.0"
"PWA","Petrowaco Property Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","11/06/2019 00:00:00","10000000.0","40000000000.00","40000000000.0"
"PWS","Phu Yen Water Supply and Sewerage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","30/06/2017 00:00:00","38398179.0","0","260872337200.0"
"PX1","Cement Joint Stock Company Song Lam 2","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","01/12/2010 00:00:00","20000000.0","0","200000000000.0"
"PXA","PetroVietnam - Nghe An Investment & Trading Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","22/02/2011 00:00:00","15000000.0","18000000000.00","19050000000.0"
"PXC","Petrovietnam Urban Develoment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","09/02/2017 00:00:00","28068900.0","0","14034450000.0"
"PXI","Petroleum Industrial and Civil Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","21/06/2010 00:00:00","30000000.0","60000000000.00","60330000000.0"
"PXL","Long Son Petroleum Industrial Zone Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","09/12/2010 00:00:00","82722212.0","421883281200.00","427240007688.0"
"PXM","Mientrung Petroleum Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","21/06/2010 00:00:00","15000000.0","15000000000.00","15000000000.0"
"PXS","Petroleum Equipment Assembly And Metal Structure Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","02/06/2010 00:00:00","60000000.0","264000000000.00","261239991292.0"
"PXT","Petroleum Pipeline And Tank Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","15/06/2010 00:00:00","20000000.0","62000000000.00","60780000000.0"
"QBS","Quang Binh Import And Export Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","13/11/2014 00:00:00","69329928.0","135886658880.00","135886658880.0"
"QCC","Construction Investment and Telecommunications Infrastructure Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","06/10/2010 00:00:00","1500000.0","0","17552040000.0"
"QCG","Quoc Cuong Gia Lai Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","09/08/2010 00:00:00","275129310.0","1100517240000.00","1100516564000.0"
"QHD","Viet-Duc Welding Electrode Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Diversified Industrials","22/04/2010 00:00:00","5524716.0","0","201652134000.0"
"QHW","Quang Ninh Mineral Water Corporation","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","22/12/2016 00:00:00","8000000.0","0","228210840000.0"
"QNC","Quang Ninh Construction and Cement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","17/01/2008 00:00:00","60000000.0","0","371578400000.0"
"QNS","Quang Ngai Sugar Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","20/12/2016 00:00:00","356939955.0","13706494272000.00","13811791558725.0"
"QNT","Quang Nam Consulting and Investment Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","09/01/2020 00:00:00","3222000.0","0","12888000000.0"
"QNU","Quang Nam Urban Environment Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","28/02/2017 00:00:00","6800000.0","0","87040000000.0"
"QNW","Quang Ngai Water Supply Sewerage and Construction Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","26/12/2016 00:00:00","20000000.0","0","202000000000.0"
"QPH","Que Phong Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","11/07/2014 00:00:00","18583100.0","0","555634690000.0"
"QSP","Quy Nhon New Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","23/09/2016 00:00:00","10792275.0","226637775000.00","226637775000.0"
"QST","Quang Ninh Book And Educational Equipment Joint Stock Company","Consumer Services","Media","Media","Publishing","16/02/2009 00:00:00","3240000.0","29808000000.00","29808000000.0"
"QTC","Quang Nam Transportion Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","16/01/2009 00:00:00","2700000.0","35370000000.00","35370000000.0"
"QTP","Quang Ninh Thermal Power Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","16/03/2017 00:00:00","450000000.0","6795000000000.00","6737400000000.0"
"RAL","Rang Dong Light Sources and Vacuum Flask Joint Stock Company","Consumer Goods","Personal & Household Goods","Household Goods & Home Construction","Furnishings","06/12/2006 00:00:00","22947419.0","2042320291000.00","2065267710000.0"
"RAT","Railway Transport and Trade Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","15/08/2016 00:00:00","5921841.0","0","66916803300.0"
"RBC","Rubber Industry &amp; Import- Export Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","18/02/2016 00:00:00","10030308.0","0","157468957200.0"
"RCC","Railway Construction Corporation Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","02/12/2016 00:00:00","32004364.0","0","862541748100.0"
"RCD","Rubber Real Estate Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","06/02/2015 00:00:00","5300062.0","10600124000.00","9699664000.0"
"RCL","Cho Lon Real Estate Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","14/06/2007 00:00:00","13858714.0","184320896200.00","184320896200.0"
"RDP","Rang Dong Holding Joint-Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","22/09/2009 00:00:00","49069803.0","309630456930.00","309630456930.0"
"REE","Refrigeration Electrical Engineering Corporation","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","28/07/2000 00:00:00","356410484.0","25376426460800.00","25304662912800.0"
"RGC","PV-Inconess Investment Joint Stock Company","Consumer Services","Media","Media","Broadcasting & Entertainment","19/06/2017 00:00:00","89123600.0","0","891236000000.0"
"RIC","Royal International Corporation","Consumer Services","Travel & Leisure","Travel & Leisure","Recreational Services","31/07/2007 00:00:00","28708169.0","186603098500.00","468233689116.0"
"RTB","Tan Bien Rubber Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","07/11/2016 00:00:00","87945000.0","0","1670955000000.0"
"S12","Song Da No 12 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","16/01/2008 00:00:00","5000000.0","16500000000.00","16500000000.0"
"S27","Song Da 27 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","16/09/2010 00:00:00","1572833.0","1730116300.00","1730116300.0"
"S4A","SeSan 4A HydroElectric Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","27/05/2016 00:00:00","42200000.0","1533970000000.00","1533970000000.0"
"S55","Song Da 505 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","22/12/2006 00:00:00","10000000.0","519000000000.00","519000000000.0"
"S72","Song Da 7.02 Hydroelectric Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","22/05/2018 00:00:00","12000000.0","0","76800000000.0"
"S74","Song Da 7.04 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","02/07/2009 00:00:00","6480000.0","0","62208000000.0"
"S96","Song Da 9.06 Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","09/01/2008 00:00:00","11155532.0","6693319200.00","6180164728.0"
"S99","SCI Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","22/12/2006 00:00:00","85454000.0","657995800000.00","657995800000.0"
"SAB","Saigon Beer - Alcohol - Beverage Corporation","Consumer Goods","Food & Beverage","Beverages","Brewers","06/12/2016 00:00:00","641281186.0","119983709900600.00","119983709900600.0"
"SAC","Sai Gon Port Stevedoring And Service Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","08/11/2016 00:00:00","4050000.0","35640000000.00","34767920000.0"
"SAF","Safoco Foodstuff Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","05/12/2006 00:00:00","12046590.0","0","602329500000.0"
"SAL","Viet Nam Salvage Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Commercial Vehicles & Trucks","20/10/2017 00:00:00","8310000.0","0","66480000000.0"
"SAM","SAM Holdings Corporation","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","28/07/2000 00:00:00","379960971.0","2253168558030.00","2253168558030.0"
"SAP","Textbook Printing Joint Stock Company in Ho Chi Minh City","Consumer Services","Media","Media","Publishing","14/12/2006 00:00:00","1286984.0","0","45687932000.0"
"SAS","Southern Airports Services Joint Stock Company","Consumer Services","Retail","General Retailers","Specialty Retailers","16/04/2015 00:00:00","133481310.0","3670736025000.00","3612943559430.0"
"SAV","Savimex Corporation","Basic Materials","Basic Resources","Forestry & Paper","Forestry","09/05/2002 00:00:00","18363175.0","264429720000.00","258730632000.0"
"SB1","Sai Gon - Nghe Tinh Beer Joint Stock Company ","Consumer Goods","Food & Beverage","Beverages","Brewers","26/12/2016 00:00:00","10500000.0","74550000000.00","74550000000.0"
"SBA","Song Ba Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","01/06/2010 00:00:00","60488261.0","1481962394500.00","1481962394500.0"
"SBD","SaoBacDau Technologies Corporation","Technology","Technology","Software & Computer Services","Software","16/02/2017 00:00:00","11500000.0","133400000000.00","141269208000.0"
